url	download_complete
ngs.ics.uci.edu/timeline-mashups	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fus-innovation-slowing-down%2F	incomplete
ngs.ics.uci.edu/tag/early-experiences	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fobjective-reality-1%2F&format=xml	complete
matt-smith-v2.ics.uci.edu/dutran/wordpress/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmatt-smith-v2.ics.uci.edu%2Fdutran%2Fwordpress%2F	complete
swiki.ics.uci.edu/doku.php/services:webmail	complete
wics.ics.uci.edu?p=135	complete
students.ics.uci.edu/~dvk/fig.cgi?sherlock_main	complete
ngs.ics.uci.edu/tag/personal-model	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Ffall-quarter-2017-week-1-wics-first-general-meeting%2F&format=xml	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Finternet-advertising%2F&format=xml	complete
wics.ics.uci.edu/event/hour-of-code-workshop	complete
wics.ics.uci.edu/wics-summer-session-workshop?share=facebook	complete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2F2018%2F10%2Ffaculty-positions-at-uc-irvine%2F&format=xml	complete
ngs.ics.uci.edu/third-day-at-acm-multimedia	complete
ngs.ics.uci.edu/photos-are-more-than-fleeting-experiences/feed	complete
emj.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Femj.ics.uci.edu%2Ftopics%2F&format=xml	complete
wics.ics.uci.edu/wics-summer-session-workshop/feed	complete
ngs.ics.uci.edu/long-tail-using-recognition-by-crowds	incomplete
cloudberry.ics.uci.edu/hello-world/feed	complete
chenli.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fchenli.ics.uci.edu%2Fentrepreneurship%2F&format=xml	complete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2F2011%2F09%2F2011_fellowships%2F&format=xml	complete
ngs.ics.uci.edu/tag/food	complete
wics.ics.uci.edu/gen-meeting-and-mentorship-14	complete
matt-smith-v2.ics.uci.edu/dutran/wordpress/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmatt-smith-v2.ics.uci.edu%2Fdutran%2Fwordpress%2Fhello-world%2F&format=xml	complete
cml.ics.uci.edu/2013/08/2013_alexnsf	complete
ngs.ics.uci.edu/controlling-health	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch8/logoddsdata.txt	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Flong-tail-is-not-so-big%2F	complete
wics.ics.uci.edu/aspireit-2017?afg71_page_id=2	complete
www.ics.uci.edu/~harris	complete
ngs.ics.uci.edu/cav-indexing-towards-contenxt/feed	complete
wics.ics.uci.edu/witi-comes-to-uci/feed	complete
wics.ics.uci.edu/week-8-thanksgiving-potluck	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Finnovations-in-india%2F&format=xml	complete
wics.ics.uci.edu/letter-of-recommendation-workshop/8418218574_2cba1ef2c0_c	complete
mcs.ics.uci.edu/career/international-students	complete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2F2017%2F01%2Fwinter-2017%2F	complete
ngs.ics.uci.edu/tag/experiential/feed	complete
emj.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Femj.ics.uci.edu%2Fpapers%2Fmachine-learning-papers%2F&format=xml	incomplete
wics.ics.uci.edu/event/project-meeting-5?ical=1	complete
ngs.ics.uci.edu/focused-microblogs-fmbs-going-beyond-twitter/feed	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Ffirst-android-app-development-meeting%2F	complete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2F2013%2F03%2Fspring-2013%2F&format=xml	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch13/LeukemiaPHWinBUGScode.odc	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Frising-wages-in-india-starting-to-hurt%2F&format=xml	complete
wics.ics.uci.edu/spring-quarter-2017-week-2-intro-to-command-line-workshop-w-hack?share=facebook	complete
luci.ics.uci.edu/LUCIinterface.html	complete
ngs.ics.uci.edu/tag/individual-models	complete
ngs.ics.uci.edu/yrl-berkeley/feed	incomplete
ngs.ics.uci.edu/wealth-as-cure-for-indias-caste-bias/feed	complete
www.ics.uci.edu/community/news/view_news?id=1469	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fwics-fall-quarter-week-7-msc-software-information-session%2F	complete
wics.ics.uci.edu/wics-first-general-meeting/img_1615/feed	complete
ngs.ics.uci.edu?p=324	incomplete
ngs.ics.uci.edu/camera-with-3d-effects	complete
wics.ics.uci.edu/web-development-projects-awards?share=google-plus-1	complete
wics.ics.uci.edu/event/western-digital-tour	complete
cml.ics.uci.edu/2009/10/2009_marr/feed	complete
wics.ics.uci.edu/week-4-capgeminis-women-in-consulting-night-w-swe-icssc/feed	complete
ngs.ics.uci.edu/maps-become-more-visual/feed	incomplete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fwics-mock-interviews%2F&format=xml	complete
cml.ics.uci.edu/2016/04/spring-2016	complete
www.ics.uci.edu/~stasio/winter06/lab3/Sol	incomplete
www.ics.uci.edu/~dgillen/Welcome.html	complete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2F2009%2F10%2F2009_li2009%2F	complete
wics.ics.uci.edu?p=1668	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Ffirst-general-meeting%2F	complete
www.ics.uci.edu/~nmamano/knightstour.html	complete
wics.ics.uci.edu?p=1665	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fdigital-medical-records%2F&format=xml	incomplete
mhcid.ics.uci.edu	complete
ngs.ics.uci.edu/searching-real-world-using-images-from-mobile/feed	complete
wics.ics.uci.edu/2014/01	complete
cml.ics.uci.edu/2007/08/2007_igbgrant/feed	complete
ngs.ics.uci.edu?p=1398	incomplete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fdigital-medical-records%2F	incomplete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fwinter-quarter-2017-week-4-crime-and-mystery-game-night%2F	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fcan-entrepreneurship-be-taught%2F	incomplete
wics.ics.uci.edu/winter-quarter-2017-week-8-wics-mentorship-baked-goods-potluck-and-movie-night?share=google-plus-1	incomplete
ngs.ics.uci.edu/visual-search-on-mobile-phones/feed	incomplete
www.ics.uci.edu/about/kfflab	complete
ngs.ics.uci.edu/controls-at-wikipedia	complete
ngs.ics.uci.edu/interactive-digital-media-in-singapore/feed	complete
wics.ics.uci.edu?p=3137	complete
cml.ics.uci.edu/2016/10/fall-2016/feed	complete
wics.ics.uci.edu/week-2-broadcom-info-session?share=twitter	incomplete
www.ics.uci.edu/~kobsa	complete
wics.ics.uci.edu/wics-winter-quarter-week-3-vmware-info-session?share=google-plus-1	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fevent%2Fproject-meeting-4%2F&format=xml	incomplete
matt-smith-v2.ics.uci.edu/dutran/wordpress/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmatt-smith-v2.ics.uci.edu%2Fdutran%2Fwordpress%2Fbest-data-visualization-award%2F&format=xml	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fvidhu-vinod-chopra-and-bollywood%2F&format=xml	incomplete
wics.ics.uci.edu/android-app-finale?afg31_page_id=2	complete
wics.ics.uci.edu/android-app-finale?afg31_page_id=1	complete
cloudberry.ics.uci.edu/taewoo-has-successfully-defended-his-ph-d-thesis	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fwics-goes-to-blizzard%2F	incomplete
ngs.ics.uci.edu/tag/gastroesophageal-cancer/feed	incomplete
wics.ics.uci.edu/wics-first-general-meeting/feed	incomplete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fevent%2Famazon-event%2F	incomplete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2F2014%2F08%2F2014_deep%2F	complete
ngs.ics.uci.edu?p=1188	complete
ngs.ics.uci.edu?p=1186	incomplete
ngs.ics.uci.edu?p=1184	complete
www.ics.uci.edu/~wscacchi/Pubs-SF.html	incomplete
www.ics.uci.edu/community/news/press/view_press?id=75	incomplete
emj.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Femj.ics.uci.edu%2Ftalks%2Ftalks-computational-biology%2F&format=xml	incomplete
ngs.ics.uci.edu/entrepreneurship/past-companies/feed	complete
mhcid.ics.uci.edu/admissions/information-session-2	complete
emj.ics.uci.edu?p=388	complete
emj.ics.uci.edu?p=42	incomplete
emj.ics.uci.edu?p=40	incomplete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fgates-long-list-natural-interfaces%2F&format=xml	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Ffocused-microblogs-fmbs-going-beyond-twitter%2F&format=xml	incomplete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fwics-fall-quarter-week-4-coffee-chat-with-deloitte%2F	incomplete
ngs.ics.uci.edu/research-in-computer-vision-and-many-other-fields	incomplete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fcyber-hugs%2F&format=xml	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fa-picture-is-worth-a-thousand-lies%2F	incomplete
wics.ics.uci.edu?p=303	incomplete
wics.ics.uci.edu?p=302	complete
wics.ics.uci.edu?p=305	incomplete
wics.ics.uci.edu?p=304	complete
wics.ics.uci.edu?p=307	incomplete
wics.ics.uci.edu?p=306	incomplete
wics.ics.uci.edu?p=309	complete
ngs.ics.uci.edu/1012	incomplete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fgrace-hopper-celebration-2014%2F	incomplete
ngs.ics.uci.edu?p=1457	complete
ngs.ics.uci.edu?p=1453	incomplete
ngs.ics.uci.edu/changing-academic-climate	complete
ngs.ics.uci.edu?p=1459	complete
www.ics.uci.edu/~bic	incomplete
ngs.ics.uci.edu?p=601	complete
ngs.ics.uci.edu?p=602	incomplete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2F2007%2F08%2F2007_studentscomp%2F&format=xml	complete
wics.ics.uci.edu/mock-interview?share=twitter	complete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2F2007%2F08%2F2007_igbgrant%2F	incomplete
wics.ics.uci.edu/wics-2018-bytes-of-code?share=google-plus-1	complete
ngs.ics.uci.edu/photos-a-new-challenge-3	incomplete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fallergic-reaction%2F&format=xml	complete
mswe.ics.uci.edu/xmlrpc.php	incomplete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2F2014%2F06%2Fcenter-member-smyth-to-head-new-data-science-initiative%2F	complete
wics.ics.uci.edu/masimo-presents-the-hidden-job-market?share=twitter	complete
www.ics.uci.edu/%7Emagda/Projects/Auto.html	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fiphone-a-good-step-towards-folk-computing%2F&format=xml	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fknowledge-and-innovation-sharing-networks-kisn%2F&format=xml	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch9/Model6.txt	complete
ngs.ics.uci.edu/visual-reflections/feed	complete
wics.ics.uci.edu?p=2250	complete
cml.ics.uci.edu/2013/01/winter-2013	complete
www.ics.uci.edu/~perl/index.xml	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fwics-hosts-a-toy-hacking-workshop-with-dr-garnet-hertz%2F13-02-03-toy-hacker-009%2F&format=xml	complete
wics.ics.uci.edu/first-annual-wics-games?afg37_page_id=4	incomplete
wics.ics.uci.edu/first-annual-wics-games?afg37_page_id=5	complete
wics.ics.uci.edu/first-annual-wics-games?afg37_page_id=2	complete
wics.ics.uci.edu/first-annual-wics-games?afg37_page_id=3	complete
wics.ics.uci.edu/first-annual-wics-games?afg37_page_id=1	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fphoto-albums-into-navigable-3-d-worlds%2F&format=xml	complete
ngs.ics.uci.edu/tag/photo-sharing	complete
wics.ics.uci.edu/event/cwic-socal-conference	complete
wics.ics.uci.edu/officers	complete
www.ics.uci.edu/~taewok2	complete
www.ics.uci.edu/~lab/policies	incomplete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fdeep-history%2F	complete
wics.ics.uci.edu/wics-first-general-meeting?share=google-plus-1	incomplete
cml.ics.uci.edu/2016/10/fall-2016	complete
www.ics.uci.edu/~dsm/cypress	complete
www.cert.ics.uci.edu	complete
www.ics.uci.edu/~nbansal/reconfig.html	incomplete
ngs.ics.uci.edu/intelligence-analysts	complete
wics.ics.uci.edu/wics-fall-quarter-week-6-acm-x-wics-mock-technical-interview/feed	complete
wics.ics.uci.edu/wics-spring-quarter-week-2-intuit-react-workshop?share=facebook	complete
www.ics.uci.edu/~kay/teachingics.html	complete
ngs.ics.uci.edu/next-generation-search-in-2010	complete
ngs.ics.uci.edu/searching-real-world-using-images-from-mobile	complete
www.ics.uci.edu/~kibler/H23syllabus.html	incomplete
wics.ics.uci.edu?p=932	complete
wics.ics.uci.edu/winter-quarter-2017-week-1-general-meeting?afg70_page_id=3	complete
ngs.ics.uci.edu/iit-brands/feed	incomplete
wics.ics.uci.edu/winter-quarter-2017-week-1-general-meeting?afg70_page_id=1	complete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=rickl	complete
wics.ics.uci.edu/winter-quarter-2017-week-1-general-meeting?afg70_page_id=4	incomplete
futurehealth.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ffuturehealth.ics.uci.edu%2Fcontact%2F&format=xml	complete
ngs.ics.uci.edu/extreme-stories-5/feed	complete
ngs.ics.uci.edu/folk-computing-or-100-computer/feed	incomplete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2F2014%2F09%2F2014_google%2F	incomplete
cml.ics.uci.edu/2007/12/2007_yahoogift	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fwics-winter-quarter-week-8-amazon-interview-workshop%2F&format=xml	complete
ngs.ics.uci.edu/tag/orality	complete
wics.ics.uci.edu/wics-spring-quarter-week-5-yoga-and-study-sessionice-cream/feed	complete
ngs.ics.uci.edu/sentiment-analysis/feed	complete
wics.ics.uci.edu/wp-content/wics/plugins/awesome-flickr-gallery-plugin/afg_img_rsz.php?src=https://farm4.static.flickr.com/3703/10096473154_b1b83fd989.jpg&q=100&w=250	incomplete
www.ics.uci.edu	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fwics-winter-quarter-week-3-vmware-info-session%2F	complete
cloudberry.ics.uci.edu/xmlrpc.php?rsd	complete
futurehealth.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ffuturehealth.ics.uci.edu%2Fresources%2F	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fverbs-and-nouns-on-the-web%2F&format=xml	incomplete
ngs.ics.uci.edu/words-visual-words	incomplete
ngs.ics.uci.edu/entrepreneurship-education/feed	complete
mhcid.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmhcid.ics.uci.edu%2Fpeople%2Fmhcid-faculty-and-staff%2F	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2F1%2F	complete
ngs.ics.uci.edu?p=1212	complete
ngs.ics.uci.edu?p=1210	complete
ngs.ics.uci.edu?p=1217	incomplete
ngs.ics.uci.edu?p=1214	incomplete
futurehealth.ics.uci.edu/contact	complete
www.ics.uci.edu/~goodrich	incomplete
sana.ics.uci.edu	complete
www.ics.uci.edu/%7Ewscacchi/publications.html	complete
ngs.ics.uci.edu?p=394	complete
www.ics.uci.edu/pub/ietf/http	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fweb-development-projects-awards%2F&format=xml	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fannual-mentorship-program-2013%2F&format=xml	incomplete
www.ics.uci.edu/~wjohnson/BIDA/Ch13/LarynxWinBUGScode.odc	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Ffall-quarter-2016-week-1-mentorship-mixer%2Fimg_2335%2F	complete
ngs.ics.uci.edu/wow-factor-in-photo-technologies-at-microsoft	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fwics-final-python-project-meeting%2F&format=xml	incomplete
ngs.ics.uci.edu?p=1662	complete
wics.ics.uci.edu/fall-quarter-2016-week-4-mentorship-reveal?share=facebook	complete
ngs.ics.uci.edu/physical-social-cyber-computing-systems/feed	complete
ngs.ics.uci.edu?p=380	complete
ngs.ics.uci.edu?p=381	complete
ngs.ics.uci.edu?p=382	complete
ngs.ics.uci.edu?p=384	complete
cml.ics.uci.edu/aiml/page/20	complete
ngs.ics.uci.edu?p=386	incomplete
ngs.ics.uci.edu?p=387	complete
ngs.ics.uci.edu?p=388	complete
ngs.ics.uci.edu?p=389	incomplete
ngs.ics.uci.edu/visiting-rio-first-trip-to-south-america	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fstudying-with-wics%2F&format=xml	incomplete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Findian-technology-in-the-flat-world-2%2F&format=xml	incomplete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fempty-emotionalism%2F	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fcreating-health-persona%2F&format=xml	complete
wics.ics.uci.edu/fall-quarter-update?share=facebook	complete
ngs.ics.uci.edu/geeks-like-complexity/feed	complete
wics.ics.uci.edu/i-htm?share=twitter	complete
matt-smith-v2.ics.uci.edu/dutran/wordpress/best-data-visualization-award	complete
cml.ics.uci.edu/2013/03/2013_xielinih	incomplete
swiki.ics.uci.edu/doku.php/announce:announce	complete
ngs.ics.uci.edu/entrepreneurism-class	incomplete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fwics-first-general-meeting%2F	incomplete
ngs.ics.uci.edu/tags-give-human-meaning/feed	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fwics-hosts-a-toy-hacking-workshop-with-dr-garnet-hertz%2F13-02-03-toy-hacker-008%2F&format=xml	complete
sdcl.ics.uci.edu/research/past-projects/calico/feed	complete
ngs.ics.uci.edu/computer-vision-for-developing-countries/feed	complete
ngs.ics.uci.edu/tag/quantified-health	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fother-india%2F	complete
wics.ics.uci.edu/week-2-broadcom-info-session?afg9_page_id=2	complete
wics.ics.uci.edu/week-2-broadcom-info-session?afg9_page_id=1	incomplete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Ffall-quarter-2016-week-1-mentorship-mixer%2Fimg_2341%2F	complete
ngs.ics.uci.edu/professionalsocial/services	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Ftechology-propels-health%2F&format=xml	complete
cwicsocal18.ics.uci.edu	complete
wics.ics.uci.edu/wp-comments-post.php	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Freal-time-search-3-twitter%2F	complete
wics.ics.uci.edu/girlsknowcs-conference	complete
ngs.ics.uci.edu/tag/cyber/feed	complete
wics.ics.uci.edu/spring-quarter-2017-week-1-general-meeting?share=google-plus-1	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fpopular-videos%2F	complete
sana.ics.uci.edu/about.php	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fsearch-and-recommendation%2F&format=xml	incomplete
wics.ics.uci.edu/spring-general-meeting?share=facebook	incomplete
wics.ics.uci.edu/wics-first-general-meeting/img_1623/feed	complete
futurehealth.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ffuturehealth.ics.uci.edu%2Fcontact%2F	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fgood-friends%2F	complete
ngs.ics.uci.edu/government-in-india/feed	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch11/WatkinsData.txt	complete
www.ics.uci.edu/~aburtsev	complete
cml.ics.uci.edu/2016/03/southern-california-machine-learning-symposium/feed	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Ffrustration-or-strategy%2F	incomplete
matt-smith-v2.ics.uci.edu/dutran/wordpress?p=173	complete
ngs.ics.uci.edu/drunken-scientists-and-unsolvable-problems	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fwics-hosts-a-toy-hacking-workshop-with-dr-garnet-hertz%2F13-02-03-toy-hacker-007%2F	complete
cml.ics.uci.edu/2007/08/2007_studentscomp/feed	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fsearch-center-at-berkeley%2F&format=xml	complete
wics.ics.uci.edu/studying-with-wics?share=twitter	complete
wics.ics.uci.edu/wics-fall-quarter-2017-week-2-mentorship-mixer?share=facebook	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Ffirst-meeting-using-e2e%2F&format=xml	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fa-new-folk-art-self-photographs%2F	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fvideo-search-story-in-wired%2F	complete
www.ics.uci.edu/~fservant	complete
ngs.ics.uci.edu/sad-education-situation-in-india	complete
cml.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcml.ics.uci.edu%2F2010%2F04%2F2010_linsf%2F	complete
ngs.ics.uci.edu/towards-weaving-the-visual-web/feed	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fweek-10-hour-of-code%2F	complete
wics.ics.uci.edu/spring-potluck-with-ics-clubs?afg36_page_id=3	complete
wics.ics.uci.edu/spring-potluck-with-ics-clubs?afg36_page_id=2	complete
wics.ics.uci.edu/spring-potluck-with-ics-clubs?afg36_page_id=4	complete
ngs.ics.uci.edu/photo-management-remains-an-open-problem/feed	complete
wics.ics.uci.edu/fall-quarter-2016-prosky-interactive-info-session/feed	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Ftime-is-of-the-essence%2F&format=xml	complete
cwicsocal18.ics.uci.edu/wp-includes/wlwmanifest.xml	complete
ngs.ics.uci.edu/photojournalism	complete
www.ics.uci.edu/~darkhipo	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch13/LungCancerData.txt	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch12/Ch12Rcode.txt	complete
wics.ics.uci.edu/cia-info-session-with-wics?share=google-plus-1	complete
wics.ics.uci.edu?p=1393	complete
wics.ics.uci.edu?p=1397	complete
wics.ics.uci.edu/event/intuit-data-science-tech-talk?ical=1	complete
ngs.ics.uci.edu/professionalsocial/recognitions	complete
www.ics.uci.edu/~feldman/lec3F00.html	complete
ngs.ics.uci.edu/tag/artificial-intelligence/feed	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Fevent%2Fmock-technical-interviews%2F	complete
mswe.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmswe.ics.uci.edu%2Fprogram%2Fabout-the-program%2F&format=xml	complete
www.ics.uci.edu/~chenli/webobjects	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch9/FEVWBModel.txt	complete
ngs.ics.uci.edu/20-of-drugs-sold-in-india-fake	complete
www.ics.uci.edu/~yamingy/cocktail_demo3.r	complete
wics.ics.uci.edu/studying-with-wics-2	complete
sdcl.ics.uci.edu?p=1444	complete
ngs.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fngs.ics.uci.edu%2Fphone-as-a-guide-in-real-world%2F	complete
ngs.ics.uci.edu/professionalsocial	complete
wics.ics.uci.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwics.ics.uci.edu%2Ffall-quarter-update%2Fimg_0029%2F&format=xml	complete
cml.ics.uci.edu/tag/news/feed	complete
cml.ics.uci.edu/tag/news	complete
cml.ics.uci.edu/aiml/page/11	complete
vision.ics.uci.edu/pocv2012/index.html	complete
ngs.ics.uci.edu/a-great-opportunity-mobile-phones-in-rural-india	complete
cml.ics.uci.edu/2010/05/2010_vandykims	complete
